GivenName,Surname,Birthday
Élise,Bienvenue,7/9/1996
Courtland,Sauvé,8/25/2000
Dominic,Chouinard,5/1/2002
Satordi,Artois,4/9/1998
Roxanne,Metivier,8/25/2003
Pascal,Lachance,8/20/1995
Prewitt,CinqMars,5/10/2000
Manon,Dagenais,5/15/2003
Aurélie,Drouin,6/18/1998
Roslyn,Giroux,12/4/1994
Belle,Rousseau,4/2/2001
Vick,Saurel,6/3/1995
Gemma,Charpentier,11/26/1997
Pénélope,Gamache,11/4/2001
Beaufort,L'Hiver,11/26/2003
Senior,Therriault,10/4/2000
Tabor,Sarrazin,8/15/2004
Anton,Marcoux,10/29/1995
Fabrice,Dionne,5/20/2003
Channing,Dostie,1/13/1999
Telford,Thivierge,5/29/1995
Xavier,Parizeau,2/19/2000
Orlene,Brasseur,8/31/2000
Brunella,Rhéaume,12/24/2003
Leroy,Daoust,6/7/2001
Holly,Audibert,10/21/1995
Rabican,Chabot,7/1/2002
Lucille,Masson,12/22/1995
Onfroi,Dupuis,1/4/1996
Aubin,Guimond,3/30/2004
Belisarda,Cartier,3/14/1997
Sumner,Langlais,10/22/2001
Roux,Émond,12/28/1995
Gifford,Desruisseaux,12/27/2003
Odelette,Lamour,6/4/1999
Chandler,Desforges,6/14/2003
Ophelia,Chauvin,1/31/1997
Charlotte,Martin,7/10/2004
Caroline,Blanchard,1/9/1998
Granville,Laforge,10/15/1995
Verrill,Létourneau,9/3/1997
Crescent,Deniger,8/29/2002
Cammile,Lefèbvre,3/29/2002
Donatien,Souplet,11/26/2003
Armand,Foucault,12/7/1996
Mayhew,Daigneault,7/16/1999
Archard,Coupart,8/1/1995
Thomas,Courtois,7/15/2002
Aurélie,Gougeon,12/16/1996
Arienne,Hébert,1/13/2000
Mayhew,Boncoeur,7/6/2002
Sumner,Baril,11/5/1999
Warrane,Plouffe,7/12/1998
Paulette,Labelle,5/14/2000
Beaufort,Roy,5/11/2000
Normand,Pellerin,8/27/2002
Anton,Despins,10/17/1995
Peverell,Chevrette,10/19/2002
Belle,Bonsaint,11/1/1996
Pauline,Édouard,10/18/2002
Juliette,Larocque,5/7/1997
Anastasie,Authier,4/14/2004
Denise,Savard,3/12/2003
Charline,Hétu,1/14/1999
Fealty,Édouard,7/18/1999
Blanche,Bordeaux,6/25/1999
Lance,Talon,5/23/2001
Geneviève,Laprise,5/18/1999
Ruby,Mailloux,2/17/1998
Archaimbau,"Des Meaux",9/17/1999
Afrodille,Deniger,3/16/1998
Émilie,Beaulieu,8/4/2002
Arnou,"de Launay",9/2/2001
Montague,Bériault,4/14/2001
Agrican,Rodrigue,12/25/1998
Auda,Charlebois,6/13/1999
Germaine,Jalbert,12/27/1996
Paien,Parmentier,11/20/1998
Odo,Lagrange,4/2/1998
Emmanuel,Montminy,9/3/2001
Stéphane,Fortier,9/26/2000
Lucas,Landry,7/22/1997
Adèle,Plante,1/12/1996
Catherine,Jomphe,12/5/1995
Fantina,Lespérance,2/3/2002
Gauthier,Lafond,1/8/1998
Orane,Hachée,11/21/2000
Noémi,Archambault,12/29/2003
Felicien,Fresne,5/20/1999
Margaux,Lacombe,6/2/2001
Falerina,Guibord,8/21/1996
Timothée,Faucher,4/7/2002
Monique,Charron,11/20/1997
Babette,Gilbert,11/4/1995
Chandler,Charrette,8/8/2001
Artus,Margand,1/25/2001
Jeannine,Carrière,5/29/2004
Brice,Bonnet,8/20/1999
Varden,Devost,6/14/1996
Christiane,Loiseau,5/27/2000
Montague,Lemaître,4/18/1995
Lucille,Huot,5/5/2004
Satordi,Théberge,4/24/1999
Clarice,"Des Meaux",3/10/2003
Percy,Durand,1/23/1998
Aubine,Lereau,4/22/2004
Cécile,Vachon,9/21/2002
Romaine,Lemelin,8/8/2000
Christien,Archambault,11/20/1997
Sacripant,L'Angelier,9/14/2004
Ignace,Doyon,4/5/2003
Vaden,Laux,8/12/1997
Aiglentina,Ruel,9/29/1997
Timothée,Deschamps,12/11/1995
Mercer,Jodion,4/22/2003
Romain,Courcelle,12/26/2001
Cosette,Chnadonnet,9/25/2002
Sydney,Gingras,1/29/2001
Fayme,Beauchamp,10/31/1997
Alita,Thibodeau,12/9/1996
Josette,Plaisance,12/20/2000
Blanche,Lamare,4/26/2003
Philip,Dumont,6/17/1999
Linette,Lang,10/14/2004
Moore,Roux,10/2/1998
Pascal,Dandonneau,11/29/2002
Armina,Drouin,11/25/2000
Beaufort,Gladu,7/16/1999
Josephe,Josseaume,11/17/2003
Sargent,DuLin,8/23/2003
Melodie,Beauchesne,7/5/1997
Catherine,Perillard,7/14/1997
Marphisa,Brault,2/8/2004
Gradasso,Lamour,9/10/2001
Hedvige,Lebel,8/21/1999
Mirabelle,Bolduc,12/20/1999
Namo,Lepage,4/3/2000
Patrick,Babin,12/14/2002
Manon,Charron,3/25/1996
Aubin,Houde,12/2/2001
Anastasie,Reault,6/4/1997
Eleanor,Lauzier,9/9/1999
Charles,Vachon,8/24/2004
Antoinette,Vachon,2/21/2004
Andrée,Louineaux,1/2/1999
Claude,Pelchat,1/31/1995
Alphonse,Lang,5/22/1995
Romaine,Tollmache,12/7/1996
Burkett,Vincent,7/3/1997
Vick,Boucher,3/12/1998
Lorraine,Cadieux,1/17/1999
Marmion,Lereau,10/15/1999
Bartlett,Huot,1/1/2004
Christian,Chalut,9/7/2002
Léon,Gauvin,3/6/1998
Latimer,Jodion,1/5/1999
Fealty,Létourneau,12/6/2002
Searlas,Charette,12/25/1994
Verrill,Bienvenue,11/1/2002
Charlotte,Grenier,10/12/1998
Merlin,Poirier,2/25/1998
Zurie,Turgeon,7/8/1996
Josephe,René,12/8/1997
Alfred,Ferland,4/28/2003
Arber,Chenard,2/10/1997
Marlon,Rochefort,11/19/1998
Roger,Raymond,8/12/2001
Pierre,"De La Ronde",8/4/1998
Chapin,Boivin,4/29/1997
Stéphanie,Dupuy,7/13/1998
Magnolia,Larivière,10/4/2004
Eglantine,Quirion,5/17/2003
Amaury,Laprise,6/21/1999
Olympia,Couture,1/27/1995
Bernard,Adler,5/7/1997
Lotye,Lamare,11/22/2000
Henriette,Quinn,6/26/1996
Aurore,Coulombe,1/13/2001
Arber,Mathieu,8/11/1996
Brie,Lereau,5/17/1996
Clothilde,Chicoine,3/8/2001
Delmare,Lafond,11/7/1997
Ermengardi,Brunault,12/8/2002
Maureen,Larocque,10/18/1995
Donat,Hachée,9/19/2004
Philippine,Charpentier,1/9/2000
Delmar,Théberge,3/12/1997
Matthieu,Arpin,2/19/1999
Raymond,Bazinet,8/19/2004
Thibaut,Souplet,10/24/1996
Marine,Bouvier,3/10/2001
Gauthier,Boisclair,11/30/2000
Marmion,Gaillard,11/7/1995
Sébastien,Gamache,1/9/2002
Flordelis,Lajoie,4/27/1996
Gaetane,Dumont,2/28/1995
Didier,Duranseau,8/15/1996
Antoinette,Neufville,11/23/1995
Amélie,Théberge,12/21/2002
Léon,Rocher,9/25/1997
Kari,"de Brisay",2/11/2003
Gaspar,Galarneau,12/28/1999
Alphonse,Lacharité,10/13/2004
Bruno,Varieur,7/27/1996
Amber,Blanc,7/11/2003
Clothilde,Brochu,7/25/1997
Victorine,Turgeon,12/1/1999
Gaetan,Chalut,7/14/2001
Vignette,LaCaille,3/1/2001
Marguerite,Bossé,3/13/1996
Victor,Rocheleau,10/25/2000
Valentine,Patry,2/22/1998
Eulalie,Blanc,3/6/1999
Laurette,Michel,1/4/1999
Odo,Leroy,4/29/2000
Roger,Guay,4/4/1997
Burnell,D'Aoust,8/20/1999
Chantal,Viens,12/12/1997
Telford,Duperré,9/6/1995
Geoffrey,Dufresne,7/8/1995
Ninette,Rouleau,8/1/1999
Linette,Garcia,8/3/1997
Luce,Querry,2/12/1995
Percy,Généreux,3/27/1996
Philippe,Quiron,9/24/2004
Ganelon,Lapointe,3/4/2002
Campbell,Brousse,7/8/2000
Matthieu,Bler,4/10/1995
Patrice,Martineau,7/25/1999
Tilly,Breton,3/8/1999
Kari,Bilodeau,10/25/1998
Algernon,Bériault,2/3/1997
Orson,Therrien,12/4/1996
Ferrau,Allaire,11/26/1995
Orville,Trudeau,9/30/2000
Aurélie,Saurel,7/16/2003
Caresse,Chastain,1/2/1995
Benjamin,"de Brisay",10/2/2000
Burnell,Plourde,10/20/1995
Dominique,Gagnon,10/9/1999
Raymond,Bellefeuille,10/8/2003
Henry,Deschamps,12/12/2003
Parnella,Desnoyer,8/1/2003
Percy,Brunault,12/26/1997
Laurene,Adler,1/14/2004
Sacripant,Provencher,6/10/2002
Millicent,Brodeur,4/6/2004
Laure,Goddu,8/2/2004
Thomas,Ratté,9/27/1995
Nathalie,Huot,11/2/1995
Astolpho,Gagné,5/7/2001
Michèle,Bertrand,2/4/1999
"La Roux",Latourelle,6/12/1996
Zdenek,Béland,8/9/2004
Thiery,Trépanier,11/23/1996
Garland,Mothé,8/19/2003
Laure,Franchet,12/31/2000
Cendrillon,St-Jean,2/15/2003
Gérard,Lagueux,7/26/2000
Linette,Bourdette,7/17/2002
Legget,Marier,4/26/2001
Sidney,Pinette,3/12/1995
Sacripant,Therrien,9/8/2003
Campbell,Breton,11/6/2001
Orane,Leclerc,2/7/1996
Mallory,Batard,7/27/1998
Rive,Arnoux,8/24/1995
Delmar,Dufresne,1/9/1998
Alice,Fontaine,5/4/2004
Aimé,Gareau,1/31/1998
Aimé,Cartier,2/24/1996
Jacques,Desnoyers,1/26/1998
Linette,Adler,12/1/1995
Nicholas,Chatigny,6/13/2000
Jean,Legault,11/14/2003
Thibaut,Veronneau,6/12/1997
Éléonore,Guilmette,2/1/1997
Jeanne,Garceau,10/18/2004
Henriette,Chalifour,11/18/1995
Jeoffroi,Giguère,2/2/2004
Rachelle,Labrecque,12/18/1994
Benoît,Guérette,11/23/1996
Laurette,Harquin,2/6/1996
Platt,Bureau,3/4/2000
Robinette,Desforges,5/16/2000
Noelle,Lang,10/8/2000
Cosette,Longpré,9/1/1995
Bellamy,Galarneau,10/19/2001
Olivie,Majory,1/18/1996
Antoine,Potvin,8/16/2001
Carolos,Bonsaint,8/9/1999
Aurore,Lévesque,1/2/2001
Arlette,Lafond,2/19/1997
Jérôme,Sauvé,8/26/1997
Ermengardi,Binet,8/1/2001
Delit,Poisson,9/27/1997
Roch,Adler,8/10/1999
Inès,Barrière,1/22/2003
Avenall,Champagne,10/1/2003
Hugh,Mainville,3/18/2001
Allyriane,Huot,4/3/1995
Zoé,Daigneault,8/18/1998
Aurore,Duplanty,2/1/1996
Cosette,Beaudouin,7/3/2000
Faustin,Laberge,11/14/2001
Pryor,Gamelin,1/24/2003
Gustave,Lamour,12/19/2003
Royden,Moquin,6/15/1997
Roslyn,Bellefeuille,10/3/1996
David,Benjamin,1/13/2004
Desire,Lanoie,10/18/2003
Léon,Asselin,12/24/1997
Gallia,Quinn,2/6/2004
Merlin,Gabriaux,8/29/2000
Gérard,Berthiaume,10/15/2002
Vivienne,Henrichon,1/7/2002
Manville,Rochefort,4/2/1995
Roch,Crête,7/23/1997
Merle,Mouet,9/16/2004
Aiglentina,Francoeur,2/25/1997
Karel,Sansouci,10/1/2001
Adélaïde,Martin,1/30/1999
Vachel,Ducharme,10/2/2001
Artus,Artois,1/30/1995
Rosemarie,Gaillou,1/10/2004
Gérard,Garnier,10/24/1997
Philippe,Doyon,11/13/1998
Nicholas,Trottier,11/7/1999
Rule,Adler,10/3/2001
Seymour,Gregoire,7/7/1995
Fabien,L'Heureux,8/14/1995
Thiery,Deniger,6/26/2003
Nathalie,Pinneau,2/17/2000
Patience,Duval,7/7/2001
Quincy,Goulet,7/9/1998
Zara,Pelchat,1/2/2004
Porter,Fresne,10/10/1995
Huon,Bazin,12/21/1997
Raoul,Faucher,1/11/1999
Tanguy,DuLin,12/31/2002
Granville,Bondy,2/7/2000
Jeanette,St-Jean,9/25/2001
Artus,Beaudouin,2/22/2003
Colette,Trépanier,10/15/2001
Pinabel,Lacharité,4/29/1996
Nouel,Truchon,10/2/1995
Zerbino,Tollmache,1/27/2000
Bernadette,Maheu,1/29/2002
Geoffrey,Benjamin,8/7/1996
Hugh,Gaillard,2/16/1997
Troy,Gauvin,3/3/1997
Bradamate,Patry,4/11/2002
Rive,Chauvin,1/18/1995
Marshall,Sorel,7/30/2000
Bruce,Pirouet,7/10/1995
Denise,Leroy,2/10/2003
Ignace,Rouleau,1/9/1998
Jérôme,Norbert,7/26/2000
Marc,Narcisse,4/12/1999
Yolande,Charpentier,6/8/1999
Nicole,Goulet,6/15/1998
Fortun,Turcotte,2/22/1999
Dixie,Senneville,10/18/2000
Cécile,Caisse,12/31/2002
Julienne,Charpie,7/14/2001
Annot,Lavoie,5/15/1995
Maurelle,Lamoureux,1/16/2002
Pryor,Cloutier,12/3/1995
Orville,Lafontaine,5/21/2001
Fifine,Tanguay,1/5/1998
André,Lécuyer,5/4/1997
Patricia,Cadieux,12/10/1996
Jessamine,L'Anglais,5/4/1997
Falerina,Roussel,9/21/2003
Fabrice,Deniger,1/21/1995
Marveille,Faubert,12/3/1994
Millard,Patry,8/20/2003
Gabriel,Paquet,7/7/2001
Arthur,Norbert,2/23/2003
Adrien,Blondlot,12/10/1999
Turner,Lajeunesse,8/20/1998
Somerville,Lapointe,12/7/1999
Harcourt,Labrecque,7/12/1995
Cloridan,Bériault,4/26/1995
Melville,Lampron,2/20/1995
Merle,Guernon,7/25/1998
Arber,Robillard,9/12/2004
Lothair,Petrie,5/16/2001
Marjolaine,Pellerin,6/10/1995
Étienne,Bouchard,2/10/1998
Hilaire,Morel,7/27/1998
Philip,Michaud,12/5/2000
Fusberta,Vadeboncoeur,12/9/2003
Rémy,Couturier,2/20/1995
Lucille,Mailly,6/11/2002
Marjolaine,Mainville,4/17/1997
Barry,Hughes,7/1/2004
Amorette,Caron,8/1/2000
Evrard,Bérubé,10/16/1997
Ranger,Marceau,7/10/2001
Clothilde,Beaupré,1/1/1997
Musette,Boulé,12/9/2003
Florismart,Brodeur,6/5/2004
Morgana,Lagacé,4/22/2002
Susanne,Doiron,5/4/2001
Yseult,Berie,8/21/1996
Amber,Patry,2/15/2003
Travers,Davignon,11/22/1999
Karlotta,Mailloux,9/26/2001
Avice,Labrie,1/18/2003
Paige,Paiement,12/14/1994
Emmeline,Mothé,11/26/1994
Carole,Clavette,11/13/2000
Alexandrin,Bourque,5/13/2003
Jean,Abril,1/23/2002
Marsilius,Chrétien,2/5/2004
Alexandre,Vachon,2/3/2000
Emmanuel,Lajoie,7/19/2004
Albertine,Boutot,5/19/2001
Amber,Bondy,4/20/2002
Tyson,Labbé,6/28/2001
Mallory,L'Anglais,6/9/2003
Denise,Généreux,2/2/1999
Nicolette,Routhier,6/4/2001
Honoré,Soucy,6/9/2003
Angelette,Lagacé,4/20/1995
Emmeline,Descoteaux,6/22/2002
Robert,Provencher,10/20/1997
Ferragus,Quenneville,7/6/1996
Laure,Côté,7/24/2000
David,Lajeunesse,1/26/2000
Vallis,Séguin,12/24/1997
Lucille,Parmentier,8/2/2004
Pascal,Rocheleau,10/8/2004
Élise,Chevrette,7/30/1999
Aiglentina,Bordeaux,9/16/1998
Verney,Gousse,6/12/1996
Adrienne,Sicard,2/12/1998
Timothée,Lang,9/27/2004
Christelle,Grivois,5/17/2003
Davet,Vincent,4/17/2003
Brunella,"de Launay",7/21/1998
Holly,Barjavel,6/14/2002
France,Chalut,1/26/2003
Mandel,Lambert,5/1/2003
Erembourg,Beaulac,10/13/1995
Albracca,Charbonneau,8/16/2002
Raoul,Vertefeuille,9/25/2003
Seymour,Lafrenière,7/31/2001
Burnell,Chouinard,3/17/1997
Francis,Sacré,7/23/2003
Delmare,Faure,2/16/1997
Clarimunda,Thivierge,4/16/2004
Searlas,Devost,8/3/1996
Beaufort,Quessy,11/16/2003
Charlotte,Létourneau,4/3/2000
Bernadette,Courcelle,5/14/2002
Oliver,Monty,9/16/1998
Garland,Dumont,4/9/2003
Rosamonde,Saucier,10/26/2004
Calandre,Leblanc,12/20/1995
Carine,Baron,4/21/2000
Brigliador,Fecteau,10/21/1998
Josette,Blanchard,12/1/2000
Tearlach,Couture,11/28/2000
Vick,Daigneault,8/3/2002
Fiacre,Bourget,1/21/1997
Arber,Duperré,9/11/2003
Olivier,Abril,1/23/2002
Huon,Hervé,10/6/2001
Patricia,Arnoux,9/15/2004
Blanche,Audet,2/9/2000
Avent,Therrien,2/8/1999
Odelette,Paquin,9/9/2003
Dalmace,Caouette,10/20/1998
Aimé,Proulx,7/6/1995
Colette,Mireault,3/27/2000
Gallia,Thibodeau,11/4/2001
Jules,Landry,1/12/1997
Pomeroy,Avare,4/15/1998
Fanette,Davignon,11/9/2002
Michèle,Loiseau,11/8/2003
Amabella,Laberge,9/15/1998
Florus,Latourelle,12/15/1997
Émilie,Mailly,1/7/1995
Richard,Gosselin,1/12/2002
Sennet,Cloutier,8/2/2000
Belda,Lagrange,10/24/2001
Gauthier,Moquin,10/3/2003
Langley,Alexandre,3/22/2000
Melisande,Salmons,10/7/1999
Oriel,"De La Vergne",12/17/1995
Avril,Arpin,2/5/1997
Jérôme,Vadnais,7/22/2000
Blanche,D'Aubigné,9/16/1998
Vernon,Sauriol,12/2/2001
Vignette,Abril,9/1/2001
Coralie,CinqMars,4/6/2004
Linette,Trépanier,8/3/2001
Aymon,Dumoulin,11/18/2002
Lorraine,Théberge,3/13/2000
Arienne,Fouquet,4/17/2001
Dorene,Larivière,7/9/2004
Damiane,Duranseau,10/21/1999
Armina,Dastous,12/5/1994
Amaury,Beauchamps,12/30/1994
Francis,Brousse,1/31/1996
Nanna,Charbonneau,2/19/2001
Orson,Rodrigue,5/4/1999
Favor,Lécuyer,6/11/2001
Halette,Chartier,11/27/1998
Aloin,Cuillerier,3/29/1995
Aimée,L'Hiver,1/16/2003
Arno,Rancourt,3/21/2002
Pierrette,Bourgouin,10/11/2004
Erembourg,Houde,1/27/2004
Henri,Lévesque,4/24/2003
Robert,Jacques,7/7/2003
Karlotta,Ouellet,8/19/1997
Émilie,Bourdette,5/20/1997
Pierrette,Querry,3/12/2002
Clementine,Marier,9/6/1999
Legget,Coupart,10/19/2003
Annot,Melanson,3/11/2003
Clémence,Couet,12/1/2001
Jewel,Angélil,3/17/1997
Edmee,Couture,5/24/2003
Germaine,Bossé,3/1/1995
Harcourt,Laforest,12/28/2001
Nadine,Bousquet,11/17/1995
Henri,Charpie,5/2/2003
Nathalie,Chabot,3/5/2003
Chantal,Clément,6/19/1999
Davet,Beaudouin,7/27/1996
Avent,Daigneault,12/11/1994
Claire,Pinneau,11/12/1997
Royden,Descoteaux,7/1/1996
Harriette,Mouet,2/20/1996
Henri,Godin,3/22/2002
Yves,Hervé,12/20/1994
Amitee,Gaudreau,3/20/1995
Xavierre,Gervais,5/22/1995
Grégoire,Beausoleil,12/2/1997
Georges,Beausoleil,2/14/1999
Henri,Ratté,3/18/1995
Émile,Mathieu,1/6/2002
Suzette,Gaudreau,4/24/2003
Henry,Roy,9/9/2003
Ansel,Franchet,5/8/2002
Vick,Parrot,6/2/1998
Archard,Lafrenière,6/3/1999
Agrican,Charpie,2/21/1997
Jacquenett,Coudert,12/28/1997
Mandel,Parent,12/18/1994
Alexandrin,Durand,6/9/2002
Laurent,Deslauriers,10/12/2003
Aloin,Leclair,2/17/2000
Senior,Marquis,12/14/2000
Pinabel,Ruais,2/16/2002
Quincy,Laux,8/9/2001
Avril,Sorel,12/12/1995
Zdenek,Pomerleau,5/2/2003
Audric,Lamare,8/19/2001
Maurelle,Marseau,11/5/1996
Lotye,Lafond,2/22/1996
Jérôme,Foucault,7/27/1996
Donatien,Maheu,1/31/2001
Clarimunda,Rossignol,5/17/2003
Grégoire,Patry,5/12/1995
Warrane,René,8/11/1998
Nicholas,Corbeil,7/28/2000
Yolette,Lemelin,6/13/2004
Faustin,Marseau,5/31/1996
Marc,Bonsaint,4/7/1996
Paien,Chauvet,4/19/1996
Calandre,Croteau,6/10/2004
Alita,Vadnais,1/22/2002
Albertine,Louis,10/31/1995
Fantina,Berie,7/15/1995
Byron,Dionne,9/24/1996
Norris,Houle,3/26/2002
Emmanuelle,Clavet,6/25/1999
Fiacre,Devost,5/11/2000
Wyatt,Royer,5/30/2001
Thiery,Gauvin,11/16/1995
Sébastien,Desilets,12/3/1997
Dominic,Josseaume,3/2/2003
Marsilius,Lamour,12/26/2001
Melisande,Echeverri,4/20/2000
Clothilde,Laderoute,6/7/1999
Thiery,Lemelin,9/13/2002
Fayme,Brodeur,1/3/2003
Julienne,Asselin,11/14/1995
Aiglentina,Reault,11/11/2004
Adrien,Plourde,5/17/1997
Loyal,Therrien,3/12/1996
Donatien,Laprise,3/28/2000
Zoé,Dupuy,3/7/1996
Norris,Bonenfant,10/22/2003
Mireille,Lapointe,8/25/1996
Raoul,Desnoyer,7/13/1997
Robert,Champagne,7/15/2003
Avenall,Giroux,2/19/1996
Noël,Phaneuf,3/27/2003
Raina,Duperré,1/6/2004
Afrodille,Tremblay,1/5/1995
Guillaume,St-Jacques,9/3/1998
Galatee,Lamour,5/22/2003
Loyal,Caron,1/3/1998
Odelette,Michaud,2/7/2004
Cendrillon,Berie,10/25/2003
Fitz,Trépanier,10/21/2003
Hamilton,Boisvert,6/22/1997
Odo,Proulx,5/10/1996
Neville,Routhier,3/19/2004
Dreux,Thivierge,8/20/2002
Logistilla,Boulé,2/4/2002
Ranger,Charbonneau,10/2/1997
Royce,Sauriol,5/15/1996
Geneviève,Ailleboust,8/4/1997
Marc,Brochu,9/30/1996
Natalie,Couture,11/12/1995
Talon,Doyon,1/16/1995
Astolpho,Tachel,11/17/2004
Carolos,Louis,7/4/1998
Suzette,Marceau,8/10/1995
Astrid,Trépanier,4/4/1995
Cosette,Savard,2/1/1998
Robinette,Côté,10/3/2002
Paige,Levasseur,8/29/2001
Beltane,Joly,9/2/2001
Clovis,Marceau,6/22/1998
Alexandrin,Sabourin,11/19/2002
Gill,Lebrun,4/16/1996
Claudette,Desjardins,1/23/2001
Honore,Desrosiers,1/12/2002
Clarimunda,Lafond,1/4/1999
Gill,Beausoleil,1/18/2000
Antoinette,Lagrange,2/24/1997
Aimé,Aupry,9/30/2000
Manon,Racicot,6/7/2003
Porter,Béland,6/14/2002
Aleron,Morin,9/19/2001
Felicien,Lamy,9/4/1999
Alexandrie,Durand,1/28/1996
Marie,Dumoulin,10/22/2004
Odo,Rodrigue,8/27/2000
Juliette,Legault,2/6/2000
Julie,Bolduc,3/10/2001
Adèle,Ricard,12/1/2002
Émilie,Chnadonnet,9/3/2000
Patrick,Bourgeau,9/4/2002
Marcel,Mercure,9/22/1996
Favor,Quinn,4/15/1999
Fantina,Gaillard,6/14/2001
Agramant,Lafontaine,6/8/1998
Charles,Saindon,1/23/1996
Medoro,Grignon,7/9/1997
Talon,Loiseau,1/24/2003
Zerbino,Chauvin,2/7/2004
Karlotta,Beaulé,8/9/2002
Montague,Metivier,5/20/1996
Paulette,Sevier,7/29/2001
Arlette,Ducharme,4/21/2002
Baptiste,Desnoyers,7/26/1999
Anouk,D'Avis,6/15/2002
Dreux,Meilleur,7/22/1999
Élisabeth,Despins,6/9/1995
Anne,Baril,1/1/2001
Charles,Cressac,5/6/1997
Zdenek,Bizier,12/24/1996
Jesper,Deserres,9/13/2001
Brigitte,Beausoleil,10/5/1997
Holly,Fugère,7/13/1997
Patience,Marcheterre,10/18/2000
Madelene,Cressac,1/13/2003
Odette,Dubeau,10/27/1997
Ray,Sabourin,8/24/2004
Inès,Gagné,7/24/1999
Tyson,Norbert,7/28/2004
Viollette,Jacques,3/29/2001
Anton,Narcisse,6/27/2001
Langley,Forest,7/25/1998
Ermengardi,Richer,1/30/2001
Carine,Barteaux,7/24/2001
Algernon,Couturier,1/2/2004
Arienne,Bordeaux,6/10/1998
Xavierre,Petrie,6/13/2004
Gay,Pirouet,5/2/1997
Beaufort,Chatigny,10/11/1997
Tristan,Foucault,3/27/2002
Belle,Brodeur,2/2/1998
Carole,Ayot,9/30/1996
Bernadette,Parrot,3/5/1997
Granville,Séguin,8/29/2002
Gifford,Maheu,12/1/1997
Marc,Meunier,6/18/2000
Kerman,Douffet,3/27/2001
Vignette,Beaulac,5/15/2003
Zurie,Lapierre,7/7/1999
Annette,Gaillard,10/10/2004
Dominic,Moquin,12/31/1999
Gay,Perillard,9/27/1999
Laurette,Lacroix,12/17/2000
Nanna,Lambert,5/14/2001
Isaac,Gregoire,7/28/1998
Laurene,Laderoute,3/25/2002
Millard,Montminy,1/16/2001
Anouk,Blondlot,3/18/2003
Onfroi,Pépin,5/3/2002
Scoville,Lemelin,4/4/1997
Lance,Martel,5/5/1997
Senapus,Rivard,3/15/2001
Antoine,Desilets,6/24/1997
Gano,Lebrun,5/14/2002
Flordelis,Vaillancour,11/1/2003
Marine,Savoie,7/29/2004
Seymour,Guilmette,1/3/1995
Cammile,Léveillé,2/16/2002
Aubert,Chassé,4/19/2001
Rosemarie,Riquier,6/16/2003
Adorlee,Therriault,9/10/2004
Vedette,Raymond,7/16/1995
Jules,Coudert,6/1/1995
Onfroi,Quenneville,3/12/1999
Éric,Moreau,9/8/1998
Xavierre,Chalifour,12/20/1999
Jeoffroi,Dastous,11/20/1995
Bellamy,Dostie,4/29/1997
Vachel,Duplanty,12/28/1994
Dominique,Charron,10/23/1999
D'Arcy,Leduc,3/2/2000
Andrée,Houde,1/3/1997
Rabican,Piedalue,5/2/1995
Hélène,Charette,7/13/1999
Millard,Flamand,4/3/1995
Antoinette,Bazin,9/5/1997
Vincent,Mouet,11/25/1995
Orva,Bureau,1/17/1998
Frédérique,Gilbert,2/11/2000
Mallory,Dupont,7/6/2000
Auguste,Lachance,3/26/1999
Laurent,Lacroix,10/23/1995
Claude,Lacroix,7/15/2004
Jessamine,Norbert,9/24/2003
Alphonse,Cinq-Mars,9/17/1999
Agate,Sansouci,12/27/1998
Eloise,Lalonde,3/9/1996
Millicent,Jobin,10/7/2001
Yolette,Turgeon,11/3/2003
Geoffrey,Bousquet,7/17/2003
Artus,Benjamin,4/4/1997
Francis,Charlebois,3/20/2002
Maurelle,Guertin,12/6/2002
Alexis,Neufville,12/17/2003
Gilles,Gendron,4/8/2003
Turner,Gendron,3/27/1995
Chapin,Chastain,2/16/2003
Matthieu,Cadieux,4/12/2002
Senapus,Hachée,6/14/2003
Amaury,Beauchemin,11/8/2003
Fitz,Bonsaint,6/1/2001
Beaufort,Rhéaume,7/12/1998
Erembourg,Guimond,1/16/2004
Verrill,Brisebois,8/24/2003
Annot,Beaulé,7/22/1997
Oriel,Paquin,7/16/2004
Donatien,Trottier,8/21/1997
Paulette,Thibodeau,1/20/1996
Lotye,Champagne,7/26/2000
Antoine,Laux,10/14/1997
Georges,St-Jean,12/11/2003
Iva,Chrétien,6/20/2003
Céline,Beaulé,4/12/2004
Henry,Dumont,2/10/2003
Sargent,Tardif,7/19/2002
Astolpho,Louis,9/5/2003
Edmee,Gauvin,6/21/1995
Diane,Noël,11/10/1998
Nicolette,Trottier,7/15/2000
Élise,Achin,5/18/1999
Marmion,Lanoie,7/10/2000
Mirabelle,David,3/1/1995
Yves,Trudeau,8/3/1996
Ila,Pinneau,2/20/2002
Valiant,Forest,12/2/1999
Cloridan,Chartré,5/11/2001
Nanna,Jetté,12/21/2003
Vernon,Ruest,8/4/2004
Pierpont,Duclos,1/17/2000
Huon,Carignan,1/22/1997
Minette,Cuillerier,11/3/2000
Heloise,Lacasse,2/9/2000
Susanne,D'Aubigné,3/13/2003
Jolie,Fecteau,6/29/2000
Gabriel,Salmons,3/25/2001
Carole,Frappier,10/17/2004
Slainie,Godin,8/4/1996
Ila,Beauchamps,7/16/1997
Annot,Parrot,12/29/2000
Arienne,Francoeur,6/2/1996
Henriette,Meilleur,4/14/2004
Alain,Lamour,4/11/1997
Georgette,Vincent,10/31/1996
